Tomkin oli siellä.	トムもそこにいました。
Meillä ei ole yhtään mitään yhteistä.	私たちには全然共通点がない。
Missä asioissa sinun mielestäsi lännen pitäisi ottaa oppia idästä?	西洋が東洋から見習うべきことって何があると思う？
Tulin eilen illalla.	昨日の夜、到着しました。
Veitsi on tylsä.	ナイフが鋭くない。
Kun näin paljon on siitepölyä ilmassa, ei hengityssuojainkaan lohtua juuri tarjoa.	これだけ花粉が多いと、マスクなんて気休め程度にしかならないよね。
Hän on kestävän kehityksen asiantuntija.	彼は持続可能な開発の専門家です。
Tykkään hänestä.	彼が好きです。
Kunhan vaan mietin, että ehkäpä Tom oli se, joka sytytti tulen.	もしかしたらトムが火を付けたんじゃないかと思っていたんです。
Ei auta muu kuin noudattaa hänen käskyjään.	彼の言いつけに従うより他に仕方がなかった。
Minä olen onnenpekka verrattuna häneen.	あいつに比べれば俺は幸せ者だ。
En oo nähny ikinä näin täyspaskaa leffaa.	こんなヒドイ映画見たことない。
Tom eli 97-vuotiaaksi saakka.	トムは97歳まで生きた。
Tietenkin!	もちろんだよ！
Oli pimeää.	暗かった。
Mikäli emme löydä yösijaa, joudumme nukkumaan ulkosalla.	宿が見つからなかったら、野宿しかないね。
Kun he saapuivat asemalle, oli juna jo lähtenyt.	彼らが駅に着くと、列車はすでに発車していた。
Tomin kotiin iski salama.	トムの家に雷が落ちた。
Me pelasimme usein koulun jälkeen šakkia.	僕たちは放課後よくチェスをやった。
Saisinko Mikolle, kiitos.	マイクさんをお願いします。
minun kissa on söpö	私の猫はかわいいですよ！
Luotamme siihen, että sinä toimitat kaikki rahat, jotka me tarvitsemme.	我々は必要な金を全部君が出してくれるものと当て込んでいる。
Ei hän enää täällä ole.	彼はもはやここにはいない。
Rakastatko minua?	僕のこと好き？
Kuka sanoi sinulle niin?	そんなこと誰に言われたの？
Päästä minut sisään.	中に入れてよ。
Paska päivässä pitää lääkärin loitolla.	一日ひとくそ、医者いらず。
Me pelasimme usein shakkia koulun jälkeen.	僕たちは放課後よくチェスをやった。
Anteeksi, mikä sun nimi taas olikaan?	ごめん、名前何だっけ？
Tämä lause on nykymuodossa.	この文の時制は現在です。
Hän voitti sen kilpailun helposti.	彼はやすやすとその競争に勝った。
Tule käymään meillä!	遊びに来いよ！
Kiotossa on paljon paikkoja, jotka täytyy nähdä.	京都には見るべき場所がたくさんある。
Minun mielestäni se ei ole ollenkaan outoa.	全然変だと思いませんよ。
Hän työskentelee pankissa.	彼は銀行で働いています。
Puhun tässä taas vain omasta puolestani, mutta kun tapaan jonkun ja kasvokkain puhun hänen kanssaan, niin persoonapronomineja ynnä partikkeleita ynnä muita tipahtelee puheesta usein pois.	これもわたしの場合ですが、面とむかって顔と顔を合わせて話す場合には、主語や助詞など省略していることが多いですね。
Minä rakastan sinua ihan hirveästi.	あなたのことが大好きです。
Tässä kaupassa on useita erilaisia kirjoja.	当店にはいろいろな種類の本がございます。
Minun olisi pitänyt käyttää lyhythihaista paitaa.	半袖で来ればよかった。
Sun ääni on ihan outo. Mikä on hätänä?	声変だよ。どうしたの？
Äiti solmi nauhan tyttärensä hiuksiin.	母親は娘の髪にリボンを結わえ付けた。
Minä pelaan videopeliä.	私はテレビゲームをします。
Tee olosi mukavaksi.	楽になさってください。
Tuuli hiljentyi.	風がおさまった。
Mene pois!	あっちへ行け！
Mones päivä talviloma alkaa?	冬休み何日から？
Hänen kateellisuutensa alkoi nostaa päätään.	彼の嫉妬が頭をもたげてきた。
Soitan sulle myöhemmin, jooko?	あとで電話するね。
Puhu vaan.	どうぞお話し下さい。
Haukkuva koira ei pure.	よく吠える犬はめったにかみつかない。
Ottakaa auki yhdeksäs sivu.	九ページを開きなさい。
Voisitko neuvoa minulle miten pääsen asemalle?	駅へはどう行ったらいいか教えていただけませんか。
Tom kirjoittaa kirjettä.	トムは手紙を書いている。
Antaisitko minulle tämän kynän lainaan?	このペン貸してください。
Ei ole toista kieltä, joka vetäisi kauneudessa vertoja portugalille.	ポルトガル語ほど美しい言語はない。
Kello kuusi sopii minulle oikein hyvin.	６時ならとても都合がいい。
Rakastan häntä todella paljon.	彼女を死ぬほど愛してる。
Sopiiko, että istun tässä?	ここ座っていいですか？
Hiranoa arvostetaan erinomaisena insinöörinä.	平野さんは優秀な技術者として尊敬されている。
Häntä miellyttää tämän lautasen kuviointi.	彼女はその皿の模様が気に入っている。
Ei hätää!	問題ないよ。
Pidäthän tämän asian luottamuksellisena.	内緒にして下さい。
Olenko väärässä?	俺は間違っているのか。
Ihmisellä täytyy olla unelmia.	人間は理想が無くっては駄目です。
He ihailivat kukkulan laelta upeita maisemia.	彼らはその丘からの素晴らしい眺めに見とれた。
Oletteko valmiita tilaamaan?	ご注文はお決まりですか？
Aina kun Tom tulee paikalle, alkaa sataa.	トムは雨男だ。
Matkaliput, olkaa hyvät.	切符を見せてください。
Olin syömässä lounasta.	昼ごはん、食べてました。
Naiset havainnoivat ja miehet ajattelevat.	女は観察し、男は判断する。
Uutiset onnettomuudesta olivat minulle hirvittävä järkytys.	その事故の報せは私には大ショックだった。
Pian on kevät.	春はもうすぐだ。
Näyttää siltä, että sataa vettä.	雨が降りそうだ。
Voisitteko odottaa hetken?	少々お待ち下さい。
Tom aina vääntelee naamaansa kameralle.	トムはカメラを向けるといつも変顔をする。
Ken on hyvä uimaan.	ケンは泳ぐのが上手です。
Hän aiheuttaa meille paljon vaivaa, mutta pidän hänestä siitä huolimatta.	彼は私たちにいろいろ迷惑をかけるが、それでも私は彼が好きだ。
En pysty tuon paremmin vastaamaan.	それ以上の答えは俺にも出来ないな。
Sinun täytyy opiskella tehokkaasti.	勉強は効率的にしなくてはいけない。
Olen jo ihan poikki.	もうくたくただよ。
Tom valitteli alaselkäkipujaan.	トムは腰痛を訴えていた。
Voisitko kertoa minulle miten pääsen asemalle?	駅までの行き方を教えていただけませんか。
Sepä hienoa!	それはよかったですね！
Harjaa hiuksesi ennen kuin menet ulos.	外出する前に髪を櫛でときなさい。
Soitan huomenna aamulla.	明日の朝電話するね。
En tajua mikä lohinmädessä on niin herkullista.	イクラって何がおいしいのかわからない。
Hän ei ole tullut vielä.	彼はまだ来ない。
Tomi kysyy harvoin.	トムはめったに質問をしない。
Voisitko kertoa minulle miten lentokentälle pääsee?	空港へどう行けばよいのか教えて下さい。
Ystävyytesi on minulle todella arvokasta.	ご友情は私にはたいそう尊いものです。
Sanomalehden mukaan taifuuni oli lähestymässä.	新聞によると台風が接近中であった。
Käykää tähän istumaan, olkaa hyvä.	こちらにおかけください。
Tuo mekko sopii varmasti hyvin Marille.	あのドレスはきっとメアリーに似合う。
En pysty elämään kuukautta 10 000 jenillä.	ひと月一万円では生活できない。
Antaisitko minulle anteeksi?	どうか僕を許して下さい。
Tom pesetytti autonsa Marilla.	トムは自分の車をメアリーに洗わせた。
Mitenköhän kauan tämä kylmä sää kestää?	この寒い天気はいつまで続くのだろうか。
Hänestä syöminen on ihanaa.	彼は食べるのが大好きです。
Tämä romaani on kolmiosainen.	この小説は三部構成だ。
Anna minulle anteeksi.	許して下さい。
Tom ei ole nyt yksin.	トムは今一人ではない。
Tom on todella kiltti.	トムはとても親切だ。
En pidä siitä, että minua pyydetään käymään ostoksilla.	買い物を頼まれるのは好きじゃない。
Mitä tää o?	何これ？
Juutuin ruuhkaan moottoritiellä.	高速道路で渋滞に巻き込まれてしまいました。
Onko sinulla minulle muutaman minuutti aikaa?	２、３分時間を割いていただけませんか。
Käytätkö sokeria tai maitoa?	砂糖とミルクはどうされますか。
Se on aivan uusi.	それはとても新しいです。
Hän auttoi minua muutossa.	彼は私の引っ越しを手伝ってくれた。
Minulla on kaksoissisko.	私は双子です。
Hän valehtelee.	彼は嘘を言っている。
Kuinka monelle ihmiselle puhuit siitä?	何人に話した？
Tekikö hän taas virheen?	彼はまた失敗したのですか。
Sanomalehti on sinun vieressäsi.	新聞はあなたの脇にありますよ。
Bussi tuli kymmenen minuuttia aikataulusta jäljessä.	バスは予定の時間より10分遅れで着いた。
Opettaja antoi meille läksyjä.	先生は私たちに宿題を出した。
Kuka sä luulet olevasi, kun puhut mulle tuollalailla?	僕にそんな口の利き方をするなんて、君は何様のつもりだい。
Odota kunnes olen kirjoittanut tämä kirjeen loppuun.	この手紙を書いてしまうまで待っていてください。
Puhujan väite oli epäoleellinen.	講演者の議論はまとはずれであった。
Tulen sinne ihan heti.	すぐ行きます。
Tajusin AIDS:in hirveyden täysin kun näin sitä käsittelevän dokumenttielokuvan eilen illalla.	昨夜エイズの記録映画を見て、その恐ろしさがしみじみ分かった。
En tiedä enkä haluakaan.	私は知らないし、知りたくもない。
Älä syö sitä!	食べるな！
Tomilla on luja tahdonvoima.	トムは意志が強い。
Se ei ole minun ongelmani.	それは私の知ったことではない。
Voisitko odottaa hetken?	少々おまちください。
”Kuinka paljon maksoit tästä?” ”Parikymmentä euroa.” ”Ihan sikahalpa! Oletko ihan tosissasi?”	「これいくらで買ったの？」「20ユーロくらい」「安っ！ 嘘でしょ？」
Voisitko kertoa minulle miten pääsen asemalle?	駅にどういったらいいか教えていただけませんか。
Herätä minut huomenna kuudelta aamulla.	６時に起こして下さい。
Missä lehti on?	新聞どこ？
Minun täytyy laihtua, joten olen laihdutuskuurilla.	やせなくてはならないのでダイエットをしています。
Pitääköhän Tom kissoista?	トムって猫は好きかな？
Tatoeba on projekti, jossa keskeistä osaa esittävät maapallon asukkaat. Siellä on edelleen vain yksi avaruusolentojen kieli.	タトエバは地球人が中心となって行っているプロジェクトで、宇宙人の言語はまだ1つしかない。
Rouva Bakerin käsilaukku varastettiin.	ベーカー夫人はハンドバッグを盗まれた。
Menin laskettelemaan ensimmäistä kertaa tänä talvena.	私はこの冬初めてスキーに行った。
Minä olen Tom.	トムと申します。
Oon tosi ilone.	すごくうれしいです。
”Mitä nyt?” ”No tuota, kun haluaisin, että pensaat oksitaan.”	「どうしたの？」「あのね、植木の枝の剪定をして欲しかったのよ」
YK on Yhdistyneiden kansakuntien lyhenne.	「国連」は「国際連合」の略です。
Olen sitä mieltä.	そう思います。
Tämä on huono enne.	これは悪い兆候だ。
Voisitko avata laukkusi?	鞄を開けてください。
Olin koko päivän alakuloinen.	一日中ブルーだった。
Ovi auki!	開けてくれ。
Asuitko täällä aikaisemmin?	以前ここに住んでいたのですか。
Kunpa olisin kysynyt neuvoasi.	あなたに忠告を聞いておけばよかったのだが。
Olen hirvittävän pahoillani.	本当にすみません。
Isäni nukkui koko elokuvan ajan.	父はその映画の間ずっと眠っていた。
– Kunpa minäkin olisin pitkä! – Niinkö? Eihän pituudessa mitään hyvää ole. Pääkin vain osuu kattoon.	「背高いの羨ましい」「そう？ でも背高くてもいいことなんて何もないよ。天井に頭ぶつけたりするし」
Ole varovainen miesten kanssa.	男には気をつけろよ。
”Miks sä oot vihane?” ”En mä mikää vihane ole!”	「なんで怒ってるの？」 「怒ってないってば」
Tom sanoi, ettei hän ole kiinnostunut Marista, mutta hän katsoi koko ajan vain ja ainoastaan Marin suuntaan.	トムはメアリーに興味がないと言っていたが、いつも彼女の方ばかり見ているようだった。
Minulla ei ole yhtään rahaa.	文無しなんだ。
Tom on rento.	トムはのんきだ。
Onko kaikki valmista huomista varten?	明日の準備できた？
Mandariinit sisältävät paljon C-vitamiinia.	ミカンにはビタミンCが豊富に含まれている。
Pidäthän tämän meidän välisenä tietona.	このことは内々にしてください。
Ennen kun huomasinkaan nukuin sikeästi.	私はいつの間にかぐっすり眠っていた。
Olen tullut takaisin viikko sitten, mutta kärsin vieläkin aikaeroväsymyksestä.	帰国して1週間になりますが、未だに時差ぼけが治りません。
Ei minulla ole lippua.	チケットを持ってないの。
Toisinaan menen bussilla, toisinaan taas autolla.	バスで行く時もあれば車で行く時もある。
Kuinka paljon se maksaa yhdeltä henkilöltä?	一人いくらですか？
Kirjoita minulle kirje silloin tällöin.	時々は手紙下さい。
Mari osaa tanssia hyvin.	メアリーは上手にダンスができる。
He ovat pariskunta.	彼らはカップルだ。
Ennenpitkää aave hävisi paksun sumun sekaan.	やがて幽霊は深い霧の中へと消えていった。
Se ei ole reilua.	それは公平ではない。
Voisinko saada lasin maitoa, kiitos?	ミルクを一杯下さい。
Tom ei tee mitään.	トムは何もしていない。
Tomilla on poika, joka täytti juuri kolme vuotta.	トムには3歳になったばかりの息子がいる。
Olen aivan poikki, kun tänään koulun kerhossa juoksimme kymmenen kierrosta koulun ympäri.	今日部活で校外十周走ったから、くたくたなんだ。
Kokeilepa tuota päällesi.	あれ着てみて。
Mitä kieliä osaat puhua, Tom?	トムは何語ができるの？
Kaksi poliisiakin olivat lopenuupuneita.	二人の警官もへとへとになった。
On kaunis päivä.	素敵な日です。
Ei kiirettä.	急がなくても大丈夫だよ。
Hänen kasvonsa punehtuivat häpeästä.	彼は恥ずかしさに顔を赤らめた。
Sinne kestää kävellä täältä vain kymmenen minuuttia.	ここから歩いてわずか10分です。
Kiitos avusta.	手伝ってくれてありがとうね。
Älä tunge nenääsi muiden asioihin.	人の事に手を出すな。
Minä olen Tatoeba-addikti.	わたしはTatoeba依存症だ。
Olen aina tykännyt arvoituksellisista persoonallisuuksista.	私はいつも不思議な性格の方が好きだった。
Tom on pyyteetön mies.	トムは寡欲な人だ。
Tomilla on pankkitili Sveitsissä.	トムはスイス銀行に口座を持っている。
Onpa tänään kuuma, vai mitä?	今日は暑いですね。
Isäni ei antanut minun lähteä vaihto-oppilaaksi Amerikkaan.	父は私のアメリカ留学を許してくれませんでした。
Kuinka paljon oppilaita on yhteensä?	生徒は全部で何人ですか？
Olipa kerran vanha mies.	昔々一人の老人が住んでおりました。
En ole tästä kohdasta samaa mieltä kuin sinä.	私はこの点であなたと意見が合わない。
Pidäthän tämän asian luottamuksellisena.	この事は内密にお願いします。
Kello on varttia yli yhdeksän.	９時１５分です。
Menen harvoin töihin kävellen.	私はめったに歩いて仕事には行かない。
Pitkästä aikaa. Miten menee?	ご無沙汰。元気？
Opiskeleminen on turhaa kun on väsynyt.	眠いときに勉強しても無駄だ。
Mene kipinkapin kotiin.	早く家に帰りなさい。
Näillä main on paljon hyviä ravintoloita.	この近くにはいいレストランがたくさんあるんだ。
Hän kirjoitti muinaisiin legendoihin perustuvan romaanin.	彼は古代神話に基づく小説を書いた。
Voisitko odottaa huomisaamuun saakka?	明日の朝まで待ってください。
Kuinka paljon tämä kamera on?	このカメラいくらですか？
Ojentaisitko sokerin?	お砂糖を取って下さい。
Tom istui tuolilla.	トムは椅子に座った。
Kuvasiksä sun hiukset?	髪乾かした？
Tom on uskollinen vaimolleen.	トムは妻に忠実です。
Voinko tulla ulos?	部屋からでてきてもいいですか。
Minä en juo.	私は酒類は飲みません。
Otapa ihan rauhallisesti.	落ち着けよ。
En oikein tiedä mitä sanoa.	何と言ったらいいか・・・。
Ovatko nämä myynnissä?	これ、売り物ですか？
Tom tilasi kaljan.	トムはビールを注文した。
Kirjoitan äidilleni kerran kuussa.	月に一回、母に手紙を書きます。
Koulumme sijaitsee tässä kylässä.	私たちの学校はこの村に建っている。
Miksi Tom on täällä?	なぜトムがここにいるの？
Tämän tyyppiset virheet lipsahtavat herkästi silmien ohi.	このようなミスは見逃しやすい。
Täh, enpä tiennyt tuotakaan.	へえ、知らなかった。
Uskookohan se joku, joka tuntee hänet?	彼を知っている誰がそれを信じるだろうか。
Millaista unta näit kun herätin sinut?	僕が起こしたとき、どんな夢を見ていたの？
Mihin matka?	どこへ行くの？
Tomilla on urheiluauto.	トムはスポーツカーを運転する。
Monelta nouset tavallisesti ylös?	朝は普通何時に起きますか。
Voisitko avata ikkunan?	どうか窓を開けてください。
Olen nyt Bostonissa.	ボストンなう。
Lasillinen maitoa, kiitos.	ミルクを一杯下さい。
Miksi kerrot sen minulle?	なんでそれを私に言うの？
Haluaisin kahvin.	コーヒーをください。
Mitä sinä mietit?	何考えてるの？
Tom etsi Maria joka puolelta, mutta ei onnistunut löytämään häntä.	トムはあちこちメアリーを探し回ったが、彼女を見つけることはできなかった。
Tom osallistui Bostonin maratoniin.	トムはボストンマラソンに参加した。
George painaa ainakin 70 kiloa.	ジョージの体重は少なくとも７０キロはある。
Meidän opettajamme on todella jääräpäinen, eikö?	僕たちの先生って本当に頭が固いよね。
Pikkuveljeni täyttää tänään 22 vuotta.	今日は弟の二十二歳の誕生日です。
Sellaista ei voi löytää ihan mistä tahansa.	そんなものはどこでも見られるわけではない。
Kiitos ahkeruudestasi.	お疲れさまでした。
Älä kiltti naurata minua! Tein eilen liikaa vatsalihasliikkeitä ja vatsalihakseni ovat kipeät!	お願い、笑わせないで！昨日腹筋のやり過ぎでお腹が筋肉痛なの！
Anteeksi kun loukkasin tunteitasi.	傷つけてしまって、ごめんなさい。
Sä oot oikeesti täysin paska ihminen!	ほんとお前人間のクズだな。
Tom ei ole puhut Marin kanssa enää vuosiin.	トムはもう何年もメアリーと口を利いていない。
Olen reilu.	私は公平だ。
Sinun ei täydy pyytää anteeksi, Tom.	トムさんは謝ることないですよ。
Tom ei ole tyhmä.	トムは馬鹿じゃない。
Missä leikkautit hiuksesi?	どこで髪切ったの？
Hyvää matkaa!	旅行、楽しんできてね。
Se on täydellistä.	完璧だ。
Pidäthän tämän meidän välisenä tietona.	この事は内密にお願いします。
Soitan sinulle myöhemmin.	あとで電話するね。
Uskottiin, että pahat henget palaavat maan pinnalle uudenvuodenaattona.	大晦日には悪霊がこの世に戻ってくると信じられていました。
Tämä puisto tuo mieleeni lapsuuteni.	この公園に来ると子供のころを思い出します。
Teidän jälkeenne.	お先にどうぞ。
Saavuin juuri asemalle.	今駅に着いたとこ。
Lähdemme kun sade lakkaa.	私達は雨がやんだら行く。
Haloo? Onko Ogawa puhelimessa?	もしもし。小川さんですか。
Helppo nakki!	楽勝だよ。
Voisitko ripustaa pyykit?	洗濯物干してくれる？
Kun käännyt vasemmalle, tulee näkyviin valkoinen rakennus.	左に曲がったら、白いビルが見えてきます。
Pyydän anteeksi.	すみません。
Golf on monella tapaa rahaa vievä urheilulaji.	ゴルフは何かとお金のかかるスポーツです。
Pidä huolta ihan vaan omista asioistasi.	人の事に手を出すな。
Tom ei puhu koskaan omista lapsistaan.	トムは決して、自分の子どもの話をしない。
"En pysty ajattelemaan tuossa metelissä," hän sanoi tuijottaen samalla kirjoituskonetta.	「あの音で考え事ができないわ」と、彼女はタイプライターを見つめながら言った。
Tietysti hän osaa puhua englantia.	彼女はもちろん英語が話せます。
Odota vähän. Käyn pesemässä hampaani.	ちょっと待ってね。歯磨いてくる。
Anteeksi kun keskeytän sinut.	お話中失礼します。
Kuinka paljon se maksaa?	いくらですか？
Teen kaiken minkä pystyn.	全力を尽くします。
Käyn pikaisesti kaupassa.	ちょっとコンビニ行ってくるね。
Kalifornia on kuuluisa hedelmistään.	カリフォルニアは果物で有名です。
Tom väheksyy naisia.	トムは女性を見下している。
Tom on älykäs.	トムは頭がいい。
Tulin tänne liikeasioissa.	ここへは、商用で来ています。
Antaisitko minulle lasillisen vettä?	水を一杯下さい。
Se, mitä sinulta puuttuu, on sinnikkyys!	君に欠けてるのは根気だよ。
Olin koko päivän allapäin.	一日ずっと沈んでいた。
Sallikaa minun jäädä, olkaa niin ystävällinen.	滞在を許可して下さい。
Hän kiisti, että John olisi auttanut eksynyttä pikkupoikaa.	彼女はジョンが道に迷ったその少年を助けたことを否定した。
Jos puhutaan Japanin syksyn mauista, mitä sinulle tulee mieleen? Minulle tulee ennen kaikkea saira.	日本の秋の味覚といえば、皆さんは何を思い浮かべますか？ 私は何といっても秋刀魚です。
Junan lähtiessä he vilkuttivat hyvästiksi vanhemmilleen.	汽車が出て行く時、彼らは両親に手を振ってさようならをしました。
Minun täytyy opiskella matematiikkaa.	数学を勉強しないといけない。
Jorgen rakastaa vaimoaan.	ユルゲンは妻を愛している。
Menen ulos huomenna, jos sää on hyvä.	天気がよければ明日出かける。
Kauhu levisi välittömästi pitkin seutua.	たちまちその地域一帯に恐怖が広まった。
Tämä ei ole minulle mieleinen.	これは気に入らない。
Minä suutuin.	私は怒ったんだ。
En ole käynyt kertaakaan Pariisissa.	パリには一度も行ったことがありません。
Kuinka paljon huoneen vuokra on?	部屋代はいくらですか。
Saitko työt tehtyä?	仕事は片付きましたか？
Onpa huvittavaa.	面白いですね。
Tom näytti siltä kuin piilottelisi jotain.	トムは何かを隠しているようだった。
Tomilla on hyvä muisti.	トムは記憶力がいい。
”Olisikohan hyvä viedä jotain kiitokseksi paikan lainaamisesta?” ”Annas kun vähän mietin. Miten olisi vaikka kahvi?” ”Kuulostaa hyvältä. Tehdään niin.”	「場所を貸してくださったお礼として何か持って行った方がよくないかな？」「そうねぇ。コーヒーなんかどうかな？」「いいねぇ。それにしよう」
Älä mene taksilla ellei se ole ehdottoman välttämätöntä.	絶対必要でない限りタクシーを使わない。
Onko kaikki valmiina huomista varten?	明日の準備できた？
Kun naamasi alkaa muistuttaa passikuvaasi, on aika lähteä lomalle.	自分の顔が、パスポートの顔写真のようになってきたら、旅に出た方がいい。
Käyn sateisia päiviä lukuun ottamatta päivittäin kävelyllä.	私は雨の日以外は毎日散歩しています。
Minä pidän sinisestä.	私は青色が好きです。
Minulla on paljon pakollista tehtävää tänään iltapäivällä.	午後しなきゃいけない事がたくさんある。
Voisitko soittaa puoli seitsemältä?	6時半にお電話ください。
Saisinko sanoa muutaman sanan anteeksipyynnön muodossa?	お詫びとして、少し言わせてください。
Jos menet luotijunalla, olet kuule perillä alta aikayksikön.	新幹線で行けば、あっという間に着いちゃうよ。
Rauhoittukaa.	落ち着けよ。
Meidän täytyy lähteä liikenteeseen nyt heti.	すぐに出発しなければならない。
Voi vitsi tää on noloo.	あちゃー、こいつはばつが悪いわ。
Tom on huomannut, että jokin hullusti.	トムは何かがおかしいと気づいている。
Minulla on nälkä ja jano.	お腹はぺこぺこだし、のどはからからだ。
Olen vieläkin sitä mieltä, että Tom salailee jotain.	やっぱりトムは何か隠してると思う。
”Mitä kuuluu?” ”Kiitos hyvää.”	「ごきげんいかがですか」「おかげさまで元気です」
Kymmenen dollarin postiosoitus, kiitos.	１０ドルを郵便振替にしていただきたいのですが。
"No se oli kahden tunnin odotuksen arvoista!" "Joo! Pidän tätä nimmaria arteenani loppu elämäni."	「2時間待った甲斐があったね」「うん！ このサイン、一生の宝物にする」
Olen kanssasi samaa mieltä veroista.	私は税金についてあなたの意見に賛成です。
Olen opiskelija.	私は大学生です。
Oletko syönyt illallisen loppuun?	夕食はお済みですか。
Eikö teillä ole kuuma?	暑くないんですか？
Hänellä oli kainalossaan kansistaan kulunut kirja.	彼女は表紙がボロボロの本をかかえていた。
Toteutuiko toiveesi?	望み通りになりましたか。
Anteeksi, mutta pudotin vahingossa veitseni.	すみませんナイフを落としてしまいました。
Et voinut mitenkään tietää, että jotakin tapahtuu.	何が起こるか君には知るよしもなかった。
Onko tässä lähellä pankkiautomaattia?	この辺りにATMはありますか？
Hän palasi Euroopasta kotiin vuonna 1941, sinä vuonna alkoi sota.	彼は１９４１年にヨーロッパから帰ってきたが、その年に戦争が起こった。
Äitini ei puhu englantia kovin hyvin.	私の母はあまり英語が上手に話せない。
Kuka on piirtänyt tämän kuvan?	誰がこの絵を描いたのですか。
Yleensä pojat ovat nopeampia jaloistaan kuin tytöt.	一般に男子は女子よりも足が速い。
Mitä isäsi tekee työkseen?	キミの父さん何の仕事してるの?
Tämä ongelma on todellinen haaste.	この問題はとても難しい。
Niin mustakin.	私もそう思う。
Onko tämä pikajuna?	これは急行ですか。
Tom ei tiedä sitten yhtään mitään ohjelmoinnista.	トムはコンピュータープログラミングに関しては何も分からない。
Joni on hyvä shakissa.	ジョンはチェスが得意だ。
Mitkä ovat uskonnon ja filosofian väliset erot?	宗教と哲学の違いって何なんですか？
Hän teki hänestä onnellisen.	彼は彼女を幸せにした。
Tom oli liikenneonnettomuudessa.	トムは交通事故に遭った。
En ole puolueeton.	私は公平ではない。
Tom tykkää kuunnella radiota, kun hän ajaa autolla.	トムは運転するときにラジオを聴くのが好きだ。
Tykkäät siitä tai et, sinun täytyy tehdä se.	好もうと好むまいと、君はそれをしなくてはならない。
Mikä sinua naurattaa?	何笑ってんの？
Aion mennä huomenna eväsretkelle.	明日ピクニックに行くつもりだ。
Ilman meikkiäkin se on tosi söpö.	彼女、すっぴんでも超かわいいんだぜ。
George W. Bush syntyi Connecticutin osavaltiossa vuonna 1946.	ジョージ・W・ブッシュは1946年にコネチカット州で生まれた。
Etsä muista mitä sä ite sanoit?	自分で言ったこと覚えてないの？
Mist sä ostit nää kengät?	この靴どこで買ったの？
Hän on vähän varautunut.	こいつ、ちょっと引っ込み思案なんだ。
Voisitko korjata sen?	なおして下さい。
Minulla ei ole töitä sunnuntaina.	日曜日は何も用がありません。
Minusta Japanissa ruoka on kallista.	日本で食物が高いと思います。
Pitäkäähän kivaa!	楽しんできてください。
Tom antoi minulle kynän.	トムは私にペンをくれた。
Ole hyvä ja jatka juttuasi.	話を続けなさい。
Tulipalo! Tulipalo! Viidennessä kerroksessa on syttynyt tulipalo. Evakuoitukaa rauhallisesti.	火事です。火事です。5階で火災が発生しました。落ち着いて避難してください。
Sinun on parasta lähteä.	あなたは行ったほうがいい。
Pidetään yhteyttä!	連絡ちょうだい！
Minun koirani on pienempi kuin sinun.	僕の犬は君のより小さい。
Myönnän, että olen väärässä.	僕がわるかったことは認めます。
Arvostan suuresti ystävällisyyttänne.	あなたのご親切をとてもありがたいと思います。
Aion kysyä häneltä siitä asiasta huomenna.	明日そのことについて彼に尋ねるつもりです。
Minua masensi koko päivän.	一日ずっと沈んでいた。
Mitä Tomille tapahtui?	トムに何があったんですか？
Rauhallisesti nyt.	冷静に。
Molemmat lapset olivat samanikäisiä.	その二人の子供は同い年だった。
Älä syö.	食べてはいけません。
Kiitos todella paljon huolenpidostasi! Olet todellakin sellainen ystävä, josta täytyy pitää kiinni.	心配してくれて本当にありがとう。やっぱり持つべきは友だね！
Odotapa hetki.	しばらくお待ちください。
En ole niin reippaassa kunnossa, että jaksaisin olla kiinnostunut muiden asioista.	私は人の世話を焼けるほど元気ではない。
Se ei maksa mitään.	無料です。
Hänen ei ole tarpeen tehdä töitä.	彼が働く必要はない。
Tomilla on silmälasit.	トムは眼鏡をかけている。
Lapsi hyvä, älä itke.	いい子だから泣かないで。
Juna, jolla matkustimme, pysähtyi yhtäkkiä.	私たちの乗った電車が急停止した。
Mikä baseballissa on niin kiinnostavaa?	野球って何が面白いの？
Ostin hänelle uuden auton.	彼女に新車を買ってやった。
Tomin silmät ovat siniset.	トムは青い目をしている。
Anteeksi kun keskeytän sinut.	お話の途中ですみません。
Asun lähellä merta, joten käyn usein rannalla.	私は海の近くに住んでいるのでよく海岸に行きます。
Tom on jo käynyt maaten.	トムはもう寝た。
Miksiköhän bussia ei näy?	なんでバス来ないんだろう？
En tiedä mitä Tom aikoo tehdä.	トムが何をするつもりなのかよくわからない。
Saimme mahdollisuuden verrata kaikkien EU-jäsenmaiden tutkimustuloksia siinä konferenssissa.	その会議は、EU加盟国すべての調査結果を比較する機会を与えてくれた。
Oli pienestä kiinni, etten jäänyt auton alle.	もうすこしで車にはねられるとこだった。
Tom on veljeni.	トムは私の弟です。
Mitä söit aamupalaksi?	朝食は何を食べましたか。
Tom piti työstään hirveän paljon.	トムは自分の仕事がたいへん好きでした。
Tule takaisin kotiin.	家に戻ってきなさい。
Otan sinuun yhteyttä.	また連絡します。
Historia toistaa itseään.	歴史は繰り返す。
Mitä sinä oikein tarkoitat?	どういう意味ですか？
Tämä hissi ei pysähdy toisessa eikä kolmannessa kerroksessa.	このエレベーターは2階・3階には停止いたしません。
Yhtä äkkiä äiti puhkesi lauluun.	突然、母は歌い始めた。
Meni jo jakeluun!	分かった！
